id,ticker,isin,name,date,open,high,low,close,volume,change_pct
525,SPY,US78462F1030,SPDR® S&P 500,2021-04-01,398.4,400.66,398.26,400.61,99680000.0,1.08
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-31,395.37,397.99,395.37,396.33,112730000.0,0.41
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-30,394.47,395.39,393.04,394.73,76260000.0,-0.27
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-29,394.48,396.74,392.82,395.78,108110000.0,-0.05
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-26,390.93,396.41,390.29,395.98,114410000.0,1.61
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-25,385.94,390.52,383.91,389.7,116130000.0,0.56
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-24,390.94,392.74,387.52,387.52,97590000.0,-0.51
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-23,391.93,393.44,388.66,389.5,90690000.0,-0.79
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-22,390.23,394.01,390.01,392.59,73780000.0,0.8
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-21,389.48,389.48,389.48,389.48,,0.0
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-19,389.88,391.57,387.15,389.48,113620000.0,-0.51
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-18,394.52,396.72,390.92,391.48,115350000.0,-1.45
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-17,394.53,398.07,393.32,397.26,97960000.0,0.34
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-16,397.18,397.81,395.09,395.91,73720000.0,-0.13
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-15,394.31,396.68,392.05,396.41,73590000.0,0.6
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-14,394.06,394.06,394.06,394.06,,0.0
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-12,392.0,394.2,391.21,394.06,64650000.00000001,0.13
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-11,392.26,395.63,391.75,393.53,86250000.0,1.01
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-10,389.74,391.38,388.2,389.58,109900000.0,0.62
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-09,385.99,389.91,385.36,387.17,113630000.0,1.43
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-08,384.57,387.66,381.46,381.72,123150000.0,-0.5
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-05,380.46,384.76,372.64,383.63,152040000.0,1.84
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-04,381.22,384.0,371.88,376.7,179620000.0,-1.24
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-03,385.79,386.83,381.31,381.42,116690000.0,-1.32
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-02,389.82,390.07,386.0,386.54,78300000.0,-0.78
525,SPY,US78462F1030,SPDR® S&P 500,2021-03-01,385.59,390.92,380.57,389.58,104230000.0,2.42
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-26,384.35,385.58,378.23,380.36,152700000.0,-0.52
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-25,390.41,391.88,380.78,382.33,145100000.0,-2.41
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-24,386.33,392.23,385.27,391.77,72430000.0,1.1
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-23,384.66,388.95,380.2,387.5,106180000.0,0.12
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-22,387.06,389.62,386.74,387.03,66650000.00000001,-0.77
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-19,392.07,392.38,389.55,390.03,83240000.0,-0.18
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-18,389.59,391.52,387.74,390.72,59350000.0,-0.43
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-17,390.42,392.66,389.33,392.39,51970000.0,0.02
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-16,393.96,394.17,391.53,392.3,50360000.0,-0.09
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-12,389.85,392.9,389.77,392.64,50590000.0,0.49
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-11,391.24,391.69,388.1,390.71,42250000.0,0.16
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-10,392.12,392.28,387.5,390.08,58530000.0,-0.04
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-09,389.61,390.89,389.17,390.25,34850000.0,-0.07
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-08,389.27,390.56,388.35,390.51,37530000.0,0.72
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-05,388.2,388.47,386.14,387.71,48670000.0,0.39
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-04,382.96,386.24,381.97,386.19,46440000.0,1.14
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-03,382.43,383.7,380.48,381.85,50830000.0,0.08
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-02,379.65,383.22,376.32,381.55,63260000.0,1.41
525,SPY,US78462F1030,SPDR® S&P 500,2021-02-01,373.72,377.34,370.38,376.23,74870000.0,1.66
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-29,375.63,376.67,368.27,370.07,126770000.0,-2.0
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-28,376.36,381.93,375.89,377.63,91820000.0,0.86
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-27,380.22,380.32,372.01,374.41,120350000.0,-2.44
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-26,385.41,385.85,383.54,383.79,41440000.0,-0.16
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-25,383.67,384.77,378.46,384.39,69880000.0,0.39
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-22,382.25,384.13,381.83,382.88,52140000.0,-0.35
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-21,384.49,384.95,383.25,384.24,47200000.0,0.09
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-20,381.11,384.79,380.69,383.89,61030000.0,1.38
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-19,378.34,379.23,376.75,378.65,50790000.0,0.79
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-15,376.72,377.58,373.7,375.7,107160000.0,-0.73
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-14,380.59,381.13,378.1,378.46,48690000.0,-0.35
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-13,378.69,380.86,377.85,379.79,44550000.0,0.27
525,SPY,US78462F1030,SPDR® S&P 500,2021-01-12,378.89,379.86,376.36,378.77,51680000.0,0.02
